acq_year,groupname,count
2006,rio das cobras,10
2007,rio das cobras,44
2008,rio das cobras,4
2009,rio das cobras,10
2010,rio das cobras,22
2011,rio das cobras,6
2012,rio das cobras,12
2013,rio das cobras,14
2014,rio das cobras,3
2015,rio das cobras,4
2016,rio das cobras,20
2017,rio das cobras,25
2018,rio das cobras,4
2019,rio das cobras,28
2003,rio dos pardos,1
2008,rio dos pardos,1
2017,rio dos pardos,2
2001,rio formoso,9
2002,rio formoso,26
2003,rio formoso,7
2004,rio formoso,60
2005,rio formoso,14
2006,rio formoso,24
2007,rio formoso,11
2008,rio formoso,10
2009,rio formoso,6
2010,rio formoso,56
2011,rio formoso,3
2012,rio formoso,5
2013,rio formoso,33
2014,rio formoso,4
2015,rio formoso,1
2016,rio formoso,21
2017,rio formoso,5
2018,rio formoso,7
2019,rio formoso,12
2002,rio gregrio,8
2003,rio gregrio,9
2004,rio gregrio,6
2005,rio gregrio,8
2006,rio gregrio,9
2007,rio gregrio,3
2008,rio gregrio,8
2009,rio gregrio,7
2010,rio gregrio,8
2011,rio gregrio,5
2012,rio gregrio,10
2013,rio gregrio,1
2015,rio gregrio,5
2016,rio gregrio,12
2017,rio gregrio,9
2018,rio gregrio,10
2019,rio gregrio,11
2001,rio guaport,3
2002,rio guaport,9
2003,rio guaport,20
2004,rio guaport,30
2005,rio guaport,19
2006,rio guaport,13
2007,rio guaport,16
2008,rio guaport,6
2009,rio guaport,9
2010,rio guaport,31
2011,rio guaport,11
2012,rio guaport,11
2013,rio guaport,8
2014,rio guaport,23
2015,rio guaport,13
2016,rio guaport,25
2017,rio guaport,5
2018,rio guaport,7
2019,rio guaport,21
2002,rio jumas,2
2004,rio jumas,3
2006,rio jumas,3
2007,rio jumas,2
2008,rio jumas,1
2009,rio jumas,4
2010,rio jumas,1
2012,rio jumas,41
2014,rio jumas,4
2015,rio jumas,69
2016,rio jumas,6
2018,rio jumas,1
2019,rio jumas,1
2002,rio manicort,3
2003,rio manicort,2
2005,rio manicort,1
2007,rio manicort,1
2010,rio manicort,1
2013,rio manicort,2
2014,rio manicort,2
2015,rio manicort,3
2016,rio manicort,2
2019,rio manicort,1
2001,rio mequens,1
2002,rio mequens,9
2003,rio mequens,13
2004,rio mequens,17
2005,rio mequens,26
2006,rio mequens,10
2007,rio mequens,5
2008,rio mequens,4
2009,rio mequens,1
2010,rio mequens,11
2012,rio mequens,1
2013,rio mequens,2
2015,rio mequens,2
2016,rio mequens,3
2017,rio mequens,4
2018,rio mequens,2
2019,rio mequens,1
2000,rio negro ocaia,1
2001,rio negro ocaia,2
2002,rio negro ocaia,16
2003,rio negro ocaia,29
2004,rio negro ocaia,22
2005,rio negro ocaia,15
2006,rio negro ocaia,22
2007,rio negro ocaia,21
2008,rio negro ocaia,32
2009,rio negro ocaia,24
2010,rio negro ocaia,37
2011,rio negro ocaia,30
2012,rio negro ocaia,16
2013,rio negro ocaia,6
2014,rio negro ocaia,18
2015,rio negro ocaia,7
2016,rio negro ocaia,25
2017,rio negro ocaia,25
2018,rio negro ocaia,13
2019,rio negro ocaia,19
2002,rio omero,7
2003,rio omero,13
2004,rio omero,5
2005,rio omero,16
2006,rio omero,1
2007,rio omero,4
2009,rio omero,1
2010,rio omero,1
2011,rio omero,2
2014,rio omero,1
2015,rio omero,1
2016,rio omero,1
2017,rio omero,4
2019,rio omero,1
2002,rio paru deste,1
2003,rio paru deste,2
2005,rio paru deste,1
2006,rio paru deste,1
2009,rio paru deste,1
2011,rio paru deste,1
2014,rio paru deste,2
2015,rio paru deste,4
2016,rio paru deste,2
2017,rio paru deste,4
2018,rio paru deste,3
2000,rio pindart,1
2001,rio pindart,3
2002,rio pindart,47
2003,rio pindart,44
2004,rio pindart,27
2005,rio pindart,26
2006,rio pindart,13
2007,rio pindart,15
2008,rio pindart,9
2009,rio pindart,8
2010,rio pindart,5
2011,rio pindart,2
2012,rio pindart,9
2013,rio pindart,4
2014,rio pindart,7
2015,rio pindart,9
2016,rio pindart,10
2017,rio pindart,14
2018,rio pindart,1
2019,rio pindart,2
2002,rio tta,3
2003,rio tta,7
2004,rio tta,3
2006,rio tta,5
2007,rio tta,10
2009,rio tta,1
2010,rio tta,4
2011,rio tta,2
2012,rio tta,2
2013,rio tta,1
2014,rio tta,2
2015,rio tta,1
2016,rio tta,7
2017,rio tta,1
2018,rio tta,3
2001,rio urubu,3
2002,rio urubu,24
2003,rio urubu,16
2004,rio urubu,8
2005,rio urubu,5
2006,rio urubu,7
2007,rio urubu,13
2008,rio urubu,2
2009,rio urubu,19
2010,rio urubu,6
2011,rio urubu,1
2012,rio urubu,13
2013,rio urubu,4
2014,rio urubu,5
2015,rio urubu,28
2016,rio urubu,7
2017,rio urubu,8
2018,rio urubu,4
2019,rio urubu,2
2001,riozinho rs,1
2002,riozinho rs,3
2003,riozinho rs,9
2004,riozinho rs,6
2005,riozinho rs,8
2006,riozinho rs,1
2007,riozinho rs,3
2008,riozinho rs,6
2009,riozinho rs,3
2010,riozinho rs,1
2011,riozinho rs,2
2012,riozinho rs,2
2014,riozinho rs,1
2015,riozinho rs,3
2017,riozinho rs,4
2019,riozinho rs,1
2005,riozinho do alto envira,1
2006,riozinho do alto envira,2
2011,riozinho do alto envira,2
2013,riozinho do alto envira,2
2014,riozinho do alto envira,1
2016,riozinho do alto envira,1
2017,riozinho do alto envira,5
2019,riozinho do alto envira,2
2002,rodeador,1
2004,rodeador,2
2005,rodeador,6
2006,rodeador,2
2007,rodeador,11
2008,rodeador,2
2009,rodeador,6
2010,rodeador,14
2011,rodeador,5
2012,rodeador,13
2013,rodeador,18
2014,rodeador,10
2015,rodeador,11
2016,rodeador,15
2017,rodeador,4
2018,rodeador,5
2019,rodeador,13
2001,roosevelt,2
2002,roosevelt,23
2003,roosevelt,23
2004,roosevelt,28
2005,roosevelt,64
2006,roosevelt,27
2007,roosevelt,30
2008,roosevelt,121
2009,roosevelt,33
2010,roosevelt,89
2011,roosevelt,25
2012,roosevelt,56
2013,roosevelt,30
2014,roosevelt,38
2015,roosevelt,20
2016,roosevelt,39
2017,roosevelt,24
2018,roosevelt,21
2019,roosevelt,36
2002,sagarana,14
2003,sagarana,14
2004,sagarana,27
2005,sagarana,51
2006,sagarana,4
2007,sagarana,14
2008,sagarana,16
2009,sagarana,25
2010,sagarana,31
2011,sagarana,8
2012,sagarana,2
2013,sagarana,1
2014,sagarana,14
2015,sagarana,13
2016,sagarana,17
2017,sagarana,9
2018,sagarana,22
2019,sagarana,24
2001,saicinza,1
2002,saicinza,18
2003,saicinza,14
2004,saicinza,10
2005,saicinza,34
2006,saicinza,4
2007,saicinza,8
2008,saicinza,8
2009,saicinza,13
2010,saicinza,6
2011,saicinza,12
2012,saicinza,10
2013,saicinza,6
2014,saicinza,26
2015,saicinza,11
2016,saicinza,23
2017,saicinza,19
2018,saicinza,10
2019,saicinza,16
2000,sangradourovolta grande,1
2001,sangradourovolta grande,92
2002,sangradourovolta grande,119
2003,sangradourovolta grande,194
2004,sangradourovolta grande,110
2005,sangradourovolta grande,235
2006,sangradourovolta grande,141
2007,sangradourovolta grande,340
2008,sangradourovolta grande,220
2009,sangradourovolta grande,74
2010,sangradourovolta grande,439
2011,sangradourovolta grande,146
2012,sangradourovolta grande,182
2013,sangradourovolta grande,176
2014,sangradourovolta grande,132
2015,sangradourovolta grande,132
2016,sangradourovolta grande,158
2017,sangradourovolta grande,240
2018,sangradourovolta grande,31
2019,sangradourovolta grande,264
2003,santa cruz da nova alianta,1
2006,santa cruz da nova alianta,1
2009,santa cruz da nova alianta,1
2010,santa cruz da nova alianta,1
2013,santa cruz da nova alianta,2
2016,santa cruz da nova alianta,2
2001,santa inez,2
2002,santa inez,3
2003,santa inez,27
2004,santa inez,2
2005,santa inez,3
2006,santa inez,2
2007,santa inez,6
2008,santa inez,2
2009,santa inez,7
2010,santa inez,3
2011,santa inez,3
2012,santa inez,3
2013,santa inez,5
2014,santa inez,4
2015,santa inez,9
2016,santa inez,11
2017,santa inez,2
2018,santa inez,8
2019,santa inez,2
2001,santana,8
2002,santana,62
2003,santana,25
2004,santana,68
2005,santana,34
2006,santana,39
2007,santana,116
2008,santana,13
2009,santana,10
2010,santana,53
2011,santana,154
2012,santana,16
2013,santana,3
2014,santana,33
2015,santana,10
2016,santana,21
2017,santana,7
2018,santana,1
2019,santana,49
2001,sarart,8
2002,sarart,13
2003,sarart,13
2004,sarart,1
2005,sarart,21
2006,sarart,16
2007,sarart,29
2008,sarart,1
2009,sarart,8
2010,sarart,3
2011,sarart,8
2013,sarart,9
2014,sarart,1
2015,sarart,11
2016,sarart,15
2017,sarart,23
2018,sarart,2
2019,sarart,11
2001,sarauß,2
2003,sarauß,2
2004,sarauß,3
2005,sarauß,27
2006,sarauß,11
2007,sarauß,15
2008,sarauß,48
2009,sarauß,45
2010,sarauß,7
2011,sarauß,9
2012,sarauß,36
2013,sarauß,13
2014,sarauß,38
2015,sarauß,132
2016,sarauß,32
2017,sarauß,77
2018,sarauß,8
2019,sarauß,1
2002,sassor,2
2003,sassor,7
2004,sassor,2
2005,sassor,5
2006,sassor,1
2007,sassor,4
2008,sassor,3
2009,sassor,9
2010,sassor,10
2011,sassor,7
2012,sassor,1
2013,sassor,6
2015,sassor,5
2016,sassor,2
2017,sassor,3
2018,sassor,3
2019,sassor,2
2000,serra da mota,1
2001,serra da mota,6
2002,serra da mota,7
2003,serra da mota,6
2004,serra da mota,6
2005,serra da mota,2
2006,serra da mota,4
2007,serra da mota,6
2008,serra da mota,2
2009,serra da mota,4
2010,serra da mota,7
2011,serra da mota,1
2012,serra da mota,2
2013,serra da mota,4
2014,serra da mota,8
2015,serra da mota,6
2016,serra da mota,6
2017,serra da mota,9
2018,serra da mota,5
2019,serra da mota,7
2001,serra morena,1
2002,serra morena,7
2003,serra morena,11
2004,serra morena,44
2005,serra morena,26
2006,serra morena,16
2007,serra morena,36
2008,serra morena,20
2009,serra morena,9
2010,serra morena,18
2011,serra morena,3
2012,serra morena,7
2013,serra morena,9
2014,serra morena,9
2015,serra morena,10
2016,serra morena,9
2017,serra morena,14
2018,serra morena,2
2019,serra morena,2
2003,serrinha,7
2004,serrinha,16
2005,serrinha,5
2006,serrinha,10
2007,serrinha,8
2008,serrinha,6
2009,serrinha,10
2010,serrinha,11
2011,serrinha,11
2012,serrinha,6
2013,serrinha,8
2014,serrinha,7
2015,serrinha,4
2016,serrinha,3
2017,serrinha,10
2018,serrinha,4
2019,serrinha,8
2002,seruinimariene,2
2005,seruinimariene,2
2007,seruinimariene,5
2008,seruinimariene,2
2009,seruinimariene,2
2010,seruinimariene,8
2011,seruinimariene,1
2012,seruinimariene,1
2013,seruinimariene,2
2015,seruinimariene,1
2017,seruinimariene,2
2018,seruinimariene,4
2019,seruinimariene,2
2001,sete cerros,8
2002,sete cerros,8
2003,sete cerros,3
2004,sete cerros,12
2005,sete cerros,5
2006,sete cerros,1
2007,sete cerros,16
2008,sete cerros,3
2009,sete cerros,1
2010,sete cerros,8
2012,sete cerros,3
2013,sete cerros,2
2016,sete cerros,4
2017,sete cerros,9
2018,sete cerros,2
2002,sete de setembro,35
2003,sete de setembro,11
2004,sete de setembro,45
2005,sete de setembro,68
2006,sete de setembro,41
2007,sete de setembro,49
2008,sete de setembro,63
2009,sete de setembro,12
2010,sete de setembro,51
2011,sete de setembro,21
2012,sete de setembro,13
2013,sete de setembro,12
2014,sete de setembro,43
2015,sete de setembro,45
2016,sete de setembro,74
2017,sete de setembro,64
2018,sete de setembro,96
2019,sete de setembro,44
2005,setemp,4
2006,setemp,2
2009,setemp,1
2013,setemp,1
2014,setemp,1
2016,setemp,1
2017,setemp,2
2019,setemp,1
2001,sissafma,2
2002,sissafma,12
2003,sissafma,8
2004,sissafma,5
2005,sissafma,17
2006,sissafma,10
2007,sissafma,20
2008,sissafma,2
2009,sissafma,36
2010,sissafma,11
2011,sissafma,13
2012,sissafma,12
2013,sissafma,1
2014,sissafma,14
2015,sissafma,43
2016,sissafma,4
2017,sissafma,15
2018,sissafma,8
2019,sissafma,6
2002,sombrerito,1
2003,sombrerito,3
2004,sombrerito,3
2006,sombrerito,1
2007,sombrerito,5
2008,sombrerito,2
2010,sombrerito,9
2014,sombrerito,1
2015,sombrerito,1
2016,sombrerito,8
2018,sombrerito,8
2019,sombrerito,2
2002,soror,3
2003,soror,1
2004,soror,4
2005,soror,3
2007,soror,5
2008,soror,5
2009,soror,2
2010,soror,12
2011,soror,2
2013,soror,1
2014,soror,1
2016,soror,7
2017,soror,30
2018,soror,1
2002,spo domingos mt,8
2003,spo domingos mt,5
2004,spo domingos mt,2
2005,spo domingos mt,17
2006,spo domingos mt,1
2007,spo domingos mt,9
2008,spo domingos mt,4
2009,spo domingos mt,1
2010,spo domingos mt,11
2012,spo domingos mt,16
2013,spo domingos mt,1
2014,spo domingos mt,3
2015,spo domingos mt,1
2016,spo domingos mt,3
2017,spo domingos mt,24
2018,spo domingos mt,4
2019,spo domingos mt,11
2003,spo domingos do jacapari e estatpo,1
2006,spo domingos do jacapari e estatpo,1
2010,spo domingos do jacapari e estatpo,1
2012,spo domingos do jacapari e estatpo,2
2014,spo domingos do jacapari e estatpo,1
2015,spo domingos do jacapari e estatpo,5
2017,spo domingos do jacapari e estatpo,1
2018,spo domingos do jacapari e estatpo,2
2019,spo domingos do jacapari e estatpo,4
2009,spo francisco do canimari,1
2015,spo francisco do canimari,3
2002,spo jeronimo,2
2003,spo jeronimo,5
2004,spo jeronimo,1
2005,spo jeronimo,1
2006,spo jeronimo,1
2008,spo jeronimo,2
2009,spo jeronimo,1
2011,spo jeronimo,1
2016,spo jeronimo,4
2017,spo jeronimo,1
2003,spo leopoldo,1
2004,spo leopoldo,4
2005,spo leopoldo,1
2008,spo leopoldo,1
2010,spo leopoldo,2
2013,spo leopoldo,1
2015,spo leopoldo,2
2016,spo leopoldo,1
2017,spo leopoldo,4
2018,spo leopoldo,1
2019,spo leopoldo,1
2001,spo marcos mt,249
2002,spo marcos mt,304
2003,spo marcos mt,322
2004,spo marcos mt,510
2005,spo marcos mt,343
2006,spo marcos mt,298
2007,spo marcos mt,656
2008,spo marcos mt,447
2009,spo marcos mt,69
2010,spo marcos mt,889
2011,spo marcos mt,299
2012,spo marcos mt,633
2013,spo marcos mt,218
2014,spo marcos mt,211
2015,spo marcos mt,391
2016,spo marcos mt,469
2017,spo marcos mt,561
2018,spo marcos mt,220
2019,spo marcos mt,649
2000,spo marcos rr,26
2001,spo marcos rr,248
2002,spo marcos rr,280
2003,spo marcos rr,360
2004,spo marcos rr,398
2005,spo marcos rr,253
2006,spo marcos rr,253
2007,spo marcos rr,351
2008,spo marcos rr,165
2009,spo marcos rr,357
2010,spo marcos rr,144
2011,spo marcos rr,222
2012,spo marcos rr,236
2013,spo marcos rr,251
2014,spo marcos rr,261
2015,spo marcos rr,214
2016,spo marcos rr,198
2017,spo marcos rr,278
2018,spo marcos rr,251
2019,spo marcos rr,317
2003,spo pedro,2
2006,spo pedro,1
2007,spo pedro,2
2008,spo pedro,1
2009,spo pedro,3
2013,spo pedro,4
2015,spo pedro,1
2016,spo pedro,1
2018,spo pedro,2
2016,spo pedro do sepatini,1
2005,spo sebastipo,3
2008,spo sebastipo,2
2010,spo sebastipo,1
2011,spo sebastipo,3
2013,spo sebastipo,1
2015,spo sebastipo,1
2017,spo sebastipo,1
2019,spo sebastipo,3
2001,sucuba,1
2002,sucuba,5
2003,sucuba,2
2004,sucuba,1
2005,sucuba,3
2006,sucuba,1
2008,sucuba,10
2009,sucuba,5
2010,sucuba,1
2011,sucuba,2
2012,sucuba,3
2013,sucuba,3
2014,sucuba,5
2016,sucuba,7
2018,sucuba,1
2019,sucuba,2
2006,sucuriy,1
2008,sucuriy,1
2009,sucuriy,4
2011,sucuriy,1
2015,sucuriy,2
2016,sucuriy,2
2017,sucuriy,1
2005,sururuß,1
2008,sururuß,1
2009,sururuß,1
2016,sururuß,1
2018,sururuß,1
2019,sururuß,2
2002,tabalascada,1
2003,tabalascada,14
2004,tabalascada,3
2005,tabalascada,4
2006,tabalascada,4
2007,tabalascada,4
2008,tabalascada,6
2009,tabalascada,2
2010,tabalascada,5
2011,tabalascada,4
2012,tabalascada,5
2013,tabalascada,6
2014,tabalascada,9
2015,tabalascada,1
2016,tabalascada,9
2017,tabalascada,7
2018,tabalascada,3
2019,tabalascada,9
2002,tabocal,3
2010,tabocal,1
2012,tabocal,2
2014,tabocal,1
2001,tadarimana,7
2003,tadarimana,19
2004,tadarimana,21
2005,tadarimana,39
2007,tadarimana,70
2010,tadarimana,52
2012,tadarimana,2
2016,tadarimana,2
2017,tadarimana,38
2001,taego wa,5
2002,taego wa,11
2003,taego wa,77
2004,taego wa,10
2005,taego wa,27
2006,taego wa,26
2007,taego wa,77
2008,taego wa,16
2009,taego wa,1
2010,taego wa,136
2011,taego wa,1
2012,taego wa,22
2013,taego wa,7
2014,taego wa,3
2015,taego wa,2
2016,taego wa,18
2017,taego wa,76
2018,taego wa,1
2019,taego wa,2
2004,taihantesu,4
2007,taihantesu,1
2009,taihantesu,2
2011,taihantesu,1
2015,taihantesu,1
2017,taihantesu,3
2018,taihantesu,1
2019,taihantesu,1
2002,takuaratyyvykuarusu,2
2003,takuaratyyvykuarusu,7
2004,takuaratyyvykuarusu,1
2005,takuaratyyvykuarusu,3
2006,takuaratyyvykuarusu,4
2007,takuaratyyvykuarusu,7
2009,takuaratyyvykuarusu,4
2010,takuaratyyvykuarusu,2
2011,takuaratyyvykuarusu,9
2012,takuaratyyvykuarusu,2
2013,takuaratyyvykuarusu,15
2014,takuaratyyvykuarusu,2
2015,takuaratyyvykuarusu,2
2016,takuaratyyvykuarusu,2
2017,takuaratyyvykuarusu,8
2018,takuaratyyvykuarusu,3
2019,takuaratyyvykuarusu,4
2018,takuari,1
2002,tanaru restritpo de uso,4
2003,tanaru restritpo de uso,3
2004,tanaru restritpo de uso,4
2005,tanaru restritpo de uso,4
2006,tanaru restritpo de uso,1
2007,tanaru restritpo de uso,1
2000,tapeba,1
2002,tapeba,3
2003,tapeba,2
2004,tapeba,3
2005,tapeba,4
2006,tapeba,13
2007,tapeba,7
2008,tapeba,4
2010,tapeba,6
2011,tapeba,1
2012,tapeba,3
2013,tapeba,1
2015,tapeba,1
2016,tapeba,9
2017,tapeba,1
2018,tapeba,2
2019,tapeba,1
2001,tapiraptkarajß,41
2002,tapiraptkarajß,49
2003,tapiraptkarajß,9
2004,tapiraptkarajß,25
2005,tapiraptkarajß,30
2006,tapiraptkarajß,19
2007,tapiraptkarajß,113
2008,tapiraptkarajß,57
2009,tapiraptkarajß,14
2010,tapiraptkarajß,251
2011,tapiraptkarajß,11
2012,tapiraptkarajß,59
2013,tapiraptkarajß,53
2014,tapiraptkarajß,25
2015,tapiraptkarajß,134
2016,tapiraptkarajß,198
2017,tapiraptkarajß,109
2018,tapiraptkarajß,38
2019,tapiraptkarajß,135
2001,taquaperi,2
2002,taquaperi,3
2003,taquaperi,4
2004,taquaperi,7
2005,taquaperi,3
2006,taquaperi,1
2007,taquaperi,4
2009,taquaperi,2
2010,taquaperi,3
2011,taquaperi,1
2013,taquaperi,2
2015,taquaperi,1
2016,taquaperi,1
2017,taquaperi,2
2018,taquaperi,1
2019,taquaperi,5
2002,taquara,1
2003,taquara,1
2004,taquara,11
2005,taquara,1
2007,taquara,7
2009,taquara,3
2010,taquara,2
2011,taquara,4
2012,taquara,7
2013,taquara,6
2014,taquara,2
2015,taquara,5
2016,taquara,7
2017,taquara,5
2018,taquara,7
2019,taquara,2
2003,tarump,2
2011,tarump,2
2012,tarump,1
2016,tarump,1
2001,taunayipegue,6
2002,taunayipegue,71
2003,taunayipegue,9
2004,taunayipegue,39
2005,taunayipegue,19
2006,taunayipegue,50
2007,taunayipegue,25
2008,taunayipegue,11
2010,taunayipegue,80
2011,taunayipegue,14
2012,taunayipegue,18
2013,taunayipegue,1
2014,taunayipegue,3
2015,taunayipegue,111
2016,taunayipegue,28
2017,taunayipegue,180
2018,taunayipegue,9
2019,taunayipegue,166
2006,tekoha itamarp,1
2015,tekoha itamarp,1
2017,tekoha itamarp,2
2019,tekoha itamarp,1
2003,tekohß aetete,1
2004,tekohß aetete,1
2018,tekohß aetete,1
2019,tekohß aetete,5
2002,tembt,5
2004,tembt,5
2005,tembt,2
2006,tembt,3
2007,tembt,3
2008,tembt,1
2012,tembt,1
2013,tembt,3
2014,tembt,2
2016,tembt,1
2017,tembt,3
2018,tembt,1
2002,tenharim do igarapt preto,3
2003,tenharim do igarapt preto,5
2004,tenharim do igarapt preto,3
2005,tenharim do igarapt preto,13
2006,tenharim do igarapt preto,23
2008,tenharim do igarapt preto,26
2010,tenharim do igarapt preto,33
2011,tenharim do igarapt preto,16
2012,tenharim do igarapt preto,10
2013,tenharim do igarapt preto,2
2014,tenharim do igarapt preto,21
2015,tenharim do igarapt preto,7
2016,tenharim do igarapt preto,3
2017,tenharim do igarapt preto,15
2019,tenharim do igarapt preto,12
2001,tenharim marmelos,5
2002,tenharim marmelos,27
2003,tenharim marmelos,157
2004,tenharim marmelos,74
2005,tenharim marmelos,244
2006,tenharim marmelos,47
2007,tenharim marmelos,62
2008,tenharim marmelos,119
2009,tenharim marmelos,15
2010,tenharim marmelos,236
2011,tenharim marmelos,176
2012,tenharim marmelos,111
2013,tenharim marmelos,8
2014,tenharim marmelos,189
2015,tenharim marmelos,31
2016,tenharim marmelos,47
2017,tenharim marmelos,69
2018,tenharim marmelos,35
2019,tenharim marmelos,131
2002,tenharim marmelos gleba b,18
2004,tenharim marmelos gleba b,7
2005,tenharim marmelos gleba b,26
2006,tenharim marmelos gleba b,33
2007,tenharim marmelos gleba b,88
2008,tenharim marmelos gleba b,23
2009,tenharim marmelos gleba b,29
2010,tenharim marmelos gleba b,57
2011,tenharim marmelos gleba b,1
2012,tenharim marmelos gleba b,37
2014,tenharim marmelos gleba b,33
2015,tenharim marmelos gleba b,19
2016,tenharim marmelos gleba b,8
2017,tenharim marmelos gleba b,14
2018,tenharim marmelos gleba b,31
2019,tenharim marmelos gleba b,12
2005,tenondt porp,1
2013,tenondt porp,1
2016,tenondt porp,1
2002,terena gleba iriri,14
2003,terena gleba iriri,2
2004,terena gleba iriri,28
2005,terena gleba iriri,16
2006,terena gleba iriri,20
2007,terena gleba iriri,19
2008,terena gleba iriri,4
2009,terena gleba iriri,1
2010,terena gleba iriri,97
2011,terena gleba iriri,7
2012,terena gleba iriri,10
2013,terena gleba iriri,3
2014,terena gleba iriri,10
2015,terena gleba iriri,12
2016,terena gleba iriri,8
2017,terena gleba iriri,59
2018,terena gleba iriri,4
2019,terena gleba iriri,153
2000,tereza cristina,2
2001,tereza cristina,1
2002,tereza cristina,28
2003,tereza cristina,8
2004,tereza cristina,15
2005,tereza cristina,5
2006,tereza cristina,9
2007,tereza cristina,109
2009,tereza cristina,1
2010,tereza cristina,9
2011,tereza cristina,42
2012,tereza cristina,3
2014,tereza cristina,24
2015,tereza cristina,4
2016,tereza cristina,8
2017,tereza cristina,7
2018,tereza cristina,1
2019,tereza cristina,23
2002,tibagymococa,1
2003,tibagymococa,3
2004,tibagymococa,3
2006,tibagymococa,1
2007,tibagymococa,1
2010,tibagymococa,4
2014,tibagymococa,1
2002,tikna de feijoal,2
2005,tikna de feijoal,3
2008,tikna de feijoal,1
2010,tikna de feijoal,1
2012,tikna de feijoal,1
2015,tikna de feijoal,1
2016,tikna de feijoal,1
2017,tikna de feijoal,1
2019,tikna de feijoal,2
2002,tikuna de santo antonio,1
2006,tikuna de santo antonio,2
2011,tikuna de santo antonio,1
2014,tikuna de santo antonio,2
2016,tikuna de santo antonio,1
2002,tingui bot,1
2001,tirecatinga,22
2002,tirecatinga,144
2003,tirecatinga,7
2004,tirecatinga,41
2005,tirecatinga,206
2007,tirecatinga,123
2008,tirecatinga,10
2009,tirecatinga,51
2010,tirecatinga,184
2012,tirecatinga,108
2013,tirecatinga,2
2014,tirecatinga,4
2015,tirecatinga,29
2016,tirecatinga,23
2018,tirecatinga,9
2019,tirecatinga,75
2003,toldo chimbangue,2
2015,toldo chimbangue,1
2003,toldo chimbangue ii,1
2012,toldo chimbangue ii,1
2013,toldo chimbangue ii,1
2005,toldo imbu,2
2009,toldo imbu,1
2014,toldo imbu,2
2015,toldo imbu,1
2002,toldo pinhal,1
2003,toldo pinhal,3
2004,toldo pinhal,7
2005,toldo pinhal,1
2006,toldo pinhal,1
2010,toldo pinhal,2
2011,toldo pinhal,2
2016,toldo pinhal,2
2018,toldo pinhal,2
2004,torß,1
2006,torß,1
2007,torß,1
2008,torß,1
2010,torß,3
2013,torß,1
2015,torß,2
2016,torß,1
2017,torß,2
2018,torß,1
2002,tremembt da barra do munda,3
2003,tremembt da barra do munda,9
2004,tremembt da barra do munda,7
2005,tremembt da barra do munda,6
2006,tremembt da barra do munda,2
2007,tremembt da barra do munda,5
2008,tremembt da barra do munda,9
2009,tremembt da barra do munda,5
2010,tremembt da barra do munda,8
2012,tremembt da barra do munda,11
2013,tremembt da barra do munda,3
2014,tremembt da barra do munda,1
2017,tremembt da barra do munda,2
2003,tremembt de queimadas,9
2004,tremembt de queimadas,2
2005,tremembt de queimadas,2
2006,tremembt de queimadas,1
2007,tremembt de queimadas,2
2008,tremembt de queimadas,1
2009,tremembt de queimadas,1
2010,tremembt de queimadas,4
2011,tremembt de queimadas,1
2013,tremembt de queimadas,3
2002,trincheira,2
2005,trincheira,3
2012,trincheira,1
2013,trincheira,2
2014,trincheira,1
2015,trincheira,1
2016,trincheira,4
2019,trincheira,2
2001,trincheira bacaja,1
2002,trincheira bacaja,5
2003,trincheira bacaja,2
2004,trincheira bacaja,3
2005,trincheira bacaja,6
2006,trincheira bacaja,9
2007,trincheira bacaja,9
2008,trincheira bacaja,15
2009,trincheira bacaja,11
2010,trincheira bacaja,16
2011,trincheira bacaja,6
2012,trincheira bacaja,17
2013,trincheira bacaja,2
2014,trincheira bacaja,1
2015,trincheira bacaja,13
2016,trincheira bacaja,12
2017,trincheira bacaja,48
2018,trincheira bacaja,47
2019,trincheira bacaja,102
2002,trocarß,3
2003,trocarß,6
2004,trocarß,2
2005,trocarß,1
2006,trocarß,1
2007,trocarß,2
2008,trocarß,2
2009,trocarß,3
2010,trocarß,3
2013,trocarß,2
2014,trocarß,2
2015,trocarß,1
2017,trocarß,7
2018,trocarß,1
2004,trocarß doatpo,1
2001,trombetasmapuera,1
2002,trombetasmapuera,10
2003,trombetasmapuera,6
2004,trombetasmapuera,8
2005,trombetasmapuera,1
2006,trombetasmapuera,4
2007,trombetasmapuera,5
2008,trombetasmapuera,3
2009,trombetasmapuera,3
2010,trombetasmapuera,1
2011,trombetasmapuera,4
2012,trombetasmapuera,8
2013,trombetasmapuera,9
2014,trombetasmapuera,2
2015,trombetasmapuera,12
2016,trombetasmapuera,13
2017,trombetasmapuera,22
2018,trombetasmapuera,2
2019,trombetasmapuera,4
2001,truaru,1
2002,truaru,4
2003,truaru,1
2005,truaru,1
2006,truaru,2
2007,truaru,6
2008,truaru,5
2009,truaru,1
2010,truaru,2
2011,truaru,1
2012,truaru,5
2013,truaru,10
2014,truaru,1
2015,truaru,3
2016,truaru,2
2017,truaru,1
2018,truaru,4
2019,truaru,3
2002,trukß,2
2005,trukß,1
2006,trukß,1
2013,trukß,1
2014,trukß,4
2015,trukß,1
2016,trukß,2
2017,trukß,1
2001,tubarpo latunde,1
2002,tubarpo latunde,10
2003,tubarpo latunde,13
2004,tubarpo latunde,39
2005,tubarpo latunde,31
2006,tubarpo latunde,34
2007,tubarpo latunde,26
2008,tubarpo latunde,16
2009,tubarpo latunde,14
2010,tubarpo latunde,100
2011,tubarpo latunde,14
2012,tubarpo latunde,14
